ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11197770,JB107874,1/7/18 18:30,020XX E 79TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,414,4,8,46,6,1191073,1852990,2018,1/29/18 15:51,41.75161364,-87.57537386,"(41.751613643, -87.575373855)"
11197769,JB107830,1/7/18 17:38,087XX S EXCHANGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,423,4,10,46,08B,1197281,1847666,2018,1/29/18 15:51,41.73685186,-87.55280191,"(41.736851857, -87.552801911)"
11197765,JB107764,1/7/18 16:20,050XX S CORNELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,222,2,4,39,7,1187877,1872095,2018,1/29/18 15:51,41.80411598,-87.58647747,"(41.804115983, -87.586477467)"
11197764,JB107844,1/7/18 17:55,012XX S TROY ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1022,10,24,29,08B,1155557,1894184,2018,1/29/18 15:51,41.8654404,-87.70441894,"(41.865440401, -87.704418944)"
11197762,JB107842,1/7/18 17:15,077XX S VINCENNES AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,623,6,17,69,3,1175252,1853737,2018,1/29/18 15:51,41.75403134,-87.63332762,"(41.754031342, -87.633327624)"
11197761,JB107870,1/7/18 18:15,055XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,231,2,20,40,08B,1178542,1868319,2018,1/29/18 15:51,41.79397178,-87.62082822,"(41.79397178, -87.620828223)"
11197760,JB107824,1/7/18 17:30,0000X S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,1115,11,28,26,14,1149731,1899625,2018,1/29/18 15:51,41.88048626,-87.72566518,"(41.880486258, -87.725665179)"
11197758,JB107803,1/7/18 17:05,035XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1133,11,24,27,14,1152869,1896803,2018,1/29/18 15:51,41.87268084,-87.71421742,"(41.87268084, -87.714217417)"
11197755,JB107892,1/7/18 18:15,052XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,815,8,23,62,14,1150590,1869566,2018,1/29/18 15:51,41.79798374,-87.72329491,"(41.79798374, -87.723294914)"
11197754,JB107795,1/7/18 17:00,017XX W HOWARD ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,2422,24,49,1,6,1163126,1950347,2018,1/29/18 15:51,42.01939924,-87.67504949,"(42.019399237, -87.675049485)"
11197753,JB107806,1/7/18 17:07,016XX S SAWYER AVE,650,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,1022,10,24,29,5,1154966,1891626,2018,1/29/18 15:51,41.85843283,-87.70665708,"(41.858432828, -87.706657084)"
11197752,JB107849,1/7/18 17:51,001XX N CENTRAL AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1523,15,29,25,08B,1139025,1900500,2018,1/29/18 15:51,41.88308866,-87.76495582,"(41.883088657, -87.764955819)"
11197751,JB107836,1/7/18 17:48,020XX E 79TH ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,414,4,8,46,6,1191073,1852990,2018,1/29/18 15:51,41.75161364,-87.57537386,"(41.751613643, -87.575373855)"
11197749,JB107862,1/7/18 16:40,001XX N WELLS ST,031A,ROBBERY,ARMED: HANDGUN,CTA TRAIN,TRUE,FALSE,122,1,42,32,3,1174723,1900866,2018,1/29/18 15:51,41.88336939,-87.63386027,"(41.88336939, -87.633860272)"
11197748,JB107876,1/7/18 18:15,062XX S FAIRFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,825,8,15,66,14,1159112,1863257,2018,1/29/18 15:51,41.78050077,-87.69221554,"(41.780500767, -87.69221554)"
11197747,JB107829,1/7/18 16:44,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,6,1176364,1900524,2018,1/29/18 15:51,41.88239406,-87.6278448,"(41.882394062, -87.627844798)"
11197746,JB107882,1/7/18 18:30,023XX W CERMAK RD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1034,10,25,31,6,1161101,1889344,2018,1/29/18 15:51,41.85204571,-87.68420099,"(41.852045705, -87.684200992)"
11197742,JB107810,1/7/18 17:16,132XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,533,5,9,54,08B,1182589,1817567,2018,1/29/18 15:51,41.65460923,-87.6075573,"(41.654609229, -87.607557296)"
11197739,JB107833,1/7/18 17:15,118XX S MARSHFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,TRUE,FALSE,2234,22,34,75,26,1167507,1826158,2018,1/29/18 15:51,41.67851969,-87.66249794,"(41.678519693, -87.662497935)"
11197734,JB107797,1/7/18 16:56,021XX N ELSTON AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1432,14,32,22,6,1164551,1914302,2018,1/29/18 15:51,41.92046017,-87.67083136,"(41.92046017, -87.67083136)"
11197731,JB107858,1/7/18 18:00,027XX S DEARBORN ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,FALSE,FALSE,133,1,3,35,11,1176316,1886532,2018,1/29/18 15:51,41.84400018,-87.6284429,"(41.844000177, -87.628442902)"
11197730,JB107813,1/7/18 17:06,072XX S ABERDEEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,733,7,17,68,08B,1170234,1856845,2018,1/29/18 15:51,41.76267066,-87.65162663,"(41.762670663, -87.65162663)"
11197728,JB107786,1/7/18 16:40,008XX N MICHIGAN AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,1833,18,42,8,6,1177311,1905834,2018,1/29/18 15:51,41.89694356,-87.62420631,"(41.896943556, -87.624206307)"
11197726,JB107851,1/7/18 17:53,081XX S HERMITAGE AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,614,6,18,71,08A,1166097,1850673,2018,1/29/18 15:51,41.7458228,-87.66696462,"(41.745822798, -87.666964623)"
11197725,JB107850,1/7/18 17:30,009XX S INDEPENDENCE BLVD,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,FALSE,FALSE,1133,11,24,29,26,1151401,1895668,2018,1/29/18 15:51,41.8695952,-87.71963694,"(41.869595202, -87.719636944)"
11197721,JB107800,1/7/18 17:00,004XX S PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1132,11,24,26,7,1149797,1897617,2018,1/29/18 15:51,41.8749748,-87.72547505,"(41.874974798, -87.725475051)"
11197719,JB107816,1/7/18 16:50,049XX N KIMBALL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1712,17,39,14,11,1152826,1932521,2018,1/29/18 15:51,41.97069493,-87.71342731,"(41.970694926, -87.713427311)"
11197718,JB107772,1/7/18 16:36,020XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,414,4,8,46,26,1191073,1852990,2018,1/29/18 15:51,41.75161364,-87.57537386,"(41.751613643, -87.575373855)"
11197714,JB107793,1/7/18 16:43,004XX E 111TH ST,560,ASSAULT,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,531,5,9,49,08A,1181108,1831452,2018,1/29/18 15:51,41.6927458,-87.61255129,"(41.692745804, -87.61255129)"
11197709,JB107832,1/7/18 17:20,061XX W BARRY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,2511,25,36,19,26,1134990,1919966,2018,1/29/18 15:51,41.93657814,-87.7793111,"(41.936578135, -87.779311099)"
11197704,JB107729,1/7/18 15:00,032XX W LEXINGTON ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1134,11,24,27,08A,1154814,1896519,2018,1/29/18 15:51,41.8718628,-87.70708401,"(41.871862795, -87.707084005)"
11197703,JB107818,1/7/18 15:45,003XX N HAMLIN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1122,11,27,26,26,1151008,1901535,2018,1/29/18 15:51,41.8857026,-87.72092608,"(41.885702596, -87.720926076)"
11197702,JB107765,1/7/18 15:15,031XX W FLOURNOY ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1134,11,24,27,3,1155638,1896865,2018,1/29/18 15:51,41.87279572,-87.70404944,"(41.872795719, -87.704049438)"
11197698,JB107770,1/7/18 16:00,0000X S DEARBORN ST,320,ROBBERY,STRONGARM - NO WEAPON,BANK,FALSE,FALSE,112,1,42,32,3,1175945,1900240,2018,1/29/18 15:51,41.88162419,-87.62939191,"(41.881624191, -87.629391908)"
11197696,JB107783,1/7/18 16:39,006XX W 76TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,621,6,17,69,26,1173504,1854495,2018,1/29/18 15:51,41.75615024,-87.63971104,"(41.756150237, -87.639711042)"
11197694,JB107741,1/7/18 14:59,026XX W 23RD PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1034,10,28,30,11,1159078,1888299,2018,1/29/18 15:51,41.84921984,-87.69165463,"(41.849219837, -87.691654631)"
11197692,JB107704,1/7/18 14:56,116XX S AVENUE J,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,433,4,10,55,08B,1202579,1828328,2018,1/29/18 15:51,41.68365336,-87.53404982,"(41.683653356, -87.534049823)"
11197688,JB107744,1/7/18 14:37,100XX S CRANDON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,431,4,7,51,18,1193487,1838780,2018,1/29/18 15:51,41.71256142,-87.56699148,"(41.712561417, -87.566991483)"
11197686,JB107763,1/7/18 16:00,019XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,1432,14,32,22,14,1162704,1915953,2018,1/29/18 15:51,41.92502958,-87.6775712,"(41.925029576, -87.677571198)"
11197685,JB107769,1/7/18 15:10,010XX N CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1211,12,1,24,7,1157527,1907141,2018,1/29/18 15:51,41.90095581,-87.69683418,"(41.900955806, -87.69683418)"
11197684,JB107733,1/7/18 15:43,075XX N SHERIDAN RD,460,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,2422,24,49,1,08B,1165619,1950124,2018,1/29/18 15:51,42.01873434,-87.66588196,"(42.018734342, -87.66588196)"
11197679,JB107740,1/7/18 15:55,007XX W ROOSEVELT RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1232,12,25,28,7,1171501,1894936,2018,1/29/18 15:51,41.86716851,-87.64586599,"(41.867168508, -87.645865987)"
11197678,JB107725,1/7/18 15:35,060XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,311,3,20,40,7,1178632,1865048,2018,1/29/18 15:51,41.78499379,-87.62059764,"(41.784993793, -87.620597636)"
11197674,JB107759,1/7/18 16:22,0000X E 89TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,632,6,6,44,6,1178037,1845986,2018,1/29/18 15:51,41.73269903,-87.62335595,"(41.732699031, -87.623355946)"
11197671,JB107689,1/7/18 14:45,080XX S WESTERN AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,835,8,18,70,04B,1161769,1851456,2018,1/29/18 15:51,41.74806235,-87.68280166,"(41.74806235, -87.682801662)"
11197666,JB107714,1/7/18 15:30,041XX W WASHINGTON BLVD,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,TRUE,FALSE,1114,11,28,26,18,1148731,1900170,2018,1/29/18 15:51,41.88200117,-87.72932303,"(41.88200117, -87.72932303)"
11197663,JB107720,1/7/18 14:56,015XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1433,14,1,24,14,1165629,1910732,2018,1/29/18 15:51,41.91064095,-87.66697251,"(41.910640945, -87.666972505)"
11197662,JB107703,1/7/18 15:25,045XX W ADAMS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1113,11,28,26,7,1146188,1898629,2018,1/29/18 15:51,41.87782122,-87.7387002,"(41.877821219, -87.7387002)"
11197660,JB107661,1/7/18 14:45,009XX E 104TH ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,512,5,9,50,08A,1184238,1836191,2018,1/29/18 15:51,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
11197654,JB107701,1/7/18 15:15,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,2533,25,37,25,6,1145011,1910225,2018,1/29/18 15:51,41.90966425,-87.74272882,"(41.909664252, -87.742728815)"
11197644,JB107678,1/7/18 15:00,043XX S PULASKI RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,821,8,14,57,6,1150399,1875616,2018,1/29/18 15:51,41.81458954,-87.72383802,"(41.814589539, -87.723838015)"
11197610,JB107420,1/7/18 9:22,039XX W ROOSEVELT RD,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,GAS STATION,TRUE,FALSE,1132,11,24,29,04B,,,2018,1/29/18 15:51,,,
23785,JB123810,1/21/18 3:45,060XX W BELDEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2512,25,37,19,01A,1135913,1914660,2018,1/28/18 15:52,41.92200146,-87.77604565,"(41.922001458, -87.776045651)"
23784,JB123810,1/21/18 3:43,060XX W BELDEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2512,25,37,19,01A,1135913,1914660,2018,1/28/18 15:52,41.92200146,-87.77604565,"(41.922001458, -87.776045651)"
23783,JB123800,1/21/18 2:44,129XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,523,5,34,53,01A,1173364,1818999,2018,1/28/18 15:52,41.65874707,-87.64126957,"(41.658747067, -87.641269569)"
11216349,JB132659,1/7/18 17:00,074XX S LOOMIS BLVD,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,734,7,17,67,08A,,,2018,1/28/18 15:52,,,
11216329,JB116953,1/15/18 14:02,088XX S OGLESBY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,412,4,8,48,14,,,2018,1/28/18 15:52,,,
11216301,JB119432,1/17/18 7:28,064XX S DR MARTIN LUTHER KING JR DR,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,312,3,20,69,5,,,2018,1/28/18 15:52,,,
11216064,JB121228,1/2/18 2:00,041XX W IRVING PARK RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1731,17,38,16,11,,,2018,1/28/18 15:52,,,
11215761,JB131710,1/5/18 10:00,069XX S ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,FALSE,FALSE,735,7,17,67,11,,,2018,1/28/18 15:52,,,
11215660,JB131727,1/3/18 10:45,101XX S RACINE AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2232,22,34,73,6,,,2018,1/28/18 15:52,,,
11215549,JB131635,1/3/18 8:00,014XX N MAPLEWOOD AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1423,14,26,24,6,,,2018,1/28/18 15:52,,,
11215029,JB130759,1/21/18 20:00,052XX N LAPORTE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1621,16,45,12,6,,,2018,1/28/18 15:52,,,
11198666,JB109017,1/8/18 17:20,003XX E 26TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,133,1,2,33,6,1178590,1887167,2018,1/29/18 15:51,41.84569114,-87.62007849,"(41.845691143, -87.620078491)"
11198664,JB108564,1/8/18 11:20,067XX S ADA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,724,7,17,67,15,1168491,1859978,2018,1/29/18 15:51,41.77130575,-87.65792483,"(41.771305747, -87.657924832)"
11198663,JB109097,1/7/18 20:18,017XX W 18TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1234,12,25,31,26,1164977,1891117,2018,1/29/18 15:51,41.8568297,-87.66992475,"(41.856829698, -87.669924751)"
11198661,JB108933,1/8/18 15:24,076XX S JEFFERY BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,TRUE,FALSE,414,4,8,43,11,1190862,1854739,2018,1/29/18 15:51,41.75641815,-87.57609065,"(41.756418148, -87.576090645)"
11198660,JB109091,1/8/18 17:40,0000X N WABASH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,42,32,6,1176806,1900530,2018,1/29/18 15:51,41.88240054,-87.62622161,"(41.882400544, -87.626221606)"
11198658,JB109100,1/8/18 18:30,021XX S WESTERN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1023,10,25,31,7,1160693,1889924,2018,1/29/18 15:51,41.85364574,-87.68568241,"(41.853645738, -87.68568241)"
11198657,JB109085,1/8/18 17:40,028XX S DR MARTIN LUTHER KING JR DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,133,1,4,35,7,1179378,1886082,2018,1/29/18 15:51,41.84269583,-87.61721984,"(41.842695834, -87.61721984)"
11198656,JB109030,1/8/18 17:45,053XX W WASHINGTON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1522,15,28,25,08B,1140952,1900238,2018,1/29/18 15:51,41.88233446,-87.75788612,"(41.882334457, -87.757886124)"
11198655,JB108910,1/8/18 15:30,062XX S MORGAN ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,FALSE,FALSE,712,7,16,68,26,1170713,1863495,2018,1/29/18 15:51,41.78090864,-87.64967728,"(41.780908644, -87.649677275)"
11198654,JB108987,1/8/18 17:05,079XX S CARPENTER ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,FALSE,FALSE,612,6,17,71,26,1170695,1852090,2018,1/29/18 15:51,41.74961229,-87.65007541,"(41.749612288, -87.650075406)"
11198652,JB109111,1/7/18 20:45,0000X W 79TH ST,320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,623,6,6,44,3,1177483,1852629,2018,1/29/18 15:51,41.75094076,-87.62518522,"(41.750940757, -87.625185222)"
11198651,JB108991,1/8/18 16:23,077XX S PEORIA ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,FALSE,FALSE,621,6,17,71,24,1171646,1853593,2018,1/29/18 15:51,41.75371594,-87.64654659,"(41.753715939, -87.646546589)"
11198649,JB108807,1/8/18 14:25,074XX S MORGAN ST,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,733,7,17,68,08A,1170932,1855496,2018,1/29/18 15:51,41.75895363,-87.64910768,"(41.758953628, -87.649107679)"
11198648,JB109089,1/8/18 9:00,085XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,613,6,21,71,3,1170476,1848196,2018,1/29/18 15:51,41.73893139,-87.65099106,"(41.738931393, -87.65099106)"
11198646,JB108851,1/8/18 15:45,069XX S ABERDEEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,733,7,17,68,08B,1170181,1858766,2018,1/29/18 15:51,41.76794328,-87.65176509,"(41.767943282, -87.651765093)"
11198644,JB109056,1/8/18 11:45,041XX W AUGUSTA BLVD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1111,11,37,23,5,1148690,1906352,2018,1/29/18 15:51,41.89896604,-87.72931379,"(41.898966038, -87.729313787)"
11198643,JB109029,1/8/18 17:15,039XX W FLOURNOY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1132,11,24,26,14,1150284,1896740,2018,1/29/18 15:51,41.87255873,-87.72370984,"(41.872558733, -87.723709844)"
11198642,JB109094,1/8/18 10:00,002XX N MAYFIELD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,1512,15,29,25,11,1137118,1901098,2018,1/29/18 15:51,41.88476409,-87.77194417,"(41.884764093, -87.77194417)"
11198640,JB109015,1/8/18 16:00,003XX W 64TH ST,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,722,7,20,68,24,1175044,1862506,2018,1/29/18 15:51,41.77809913,-87.63382853,"(41.778099133, -87.633828531)"
11198639,JB109105,1/8/18 14:00,059XX W FULLERTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2515,25,29,19,26,1136475,1915339,2018,1/29/18 15:51,41.92385467,-87.7739644,"(41.923854671, -87.773964395)"
11198637,JB108999,1/8/18 17:07,045XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,23,6,1145953,1910249,2018,1/29/18 15:51,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
11198634,JB108666,1/8/18 14:00,041XX S ELLIS AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,TRUE,214,2,4,36,6,1183529,1877533,2018,1/29/18 15:51,41.81914083,-87.60225398,"(41.819140832, -87.602253976)"
11198633,JB108752,1/8/18 15:00,017XX E 67TH ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,FALSE,332,3,5,43,26,1189118,1860905,2018,1/29/18 15:51,41.77338012,-87.58228465,"(41.773380122, -87.582284649)"
11198631,JB108764,1/8/18 14:55,019XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1024,10,24,29,14,1154006,1890307,2018,1/29/18 15:51,41.85483252,-87.71021605,"(41.854832515, -87.710216054)"
11198630,JB108886,1/8/18 16:14,039XX W OGDEN AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1014,10,24,29,08A,1150583,1889194,2018,1/29/18 15:51,41.85184578,-87.72280909,"(41.851845784, -87.722809088)"
11198626,JB109023,1/8/18 15:45,053XX W GRAND AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2515,25,37,19,08B,1140237,1913130,2018,1/29/18 15:51,41.91772476,-87.76019539,"(41.917724762, -87.760195385)"
11198625,JB108795,1/8/18 15:20,002XX E 35TH ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,211,2,3,35,08B,1178258,1881833,2018,1/29/18 15:51,41.83106181,-87.62145913,"(41.831061814, -87.621459125)"
11198624,JB108892,1/8/18 16:19,030XX N OAK PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2511,25,36,18,08B,1130560,1919437,2018,1/29/18 15:51,41.9352039,-87.79560439,"(41.935203902, -87.79560439)"
11198623,JB107690,1/7/18 14:58,099XX S NORMAL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,2232,22,9,73,26,1174714,1839118,2018,1/29/18 15:51,41.71392687,-87.63573343,"(41.713926872, -87.635733433)"
11198621,JB109060,1/8/18 8:00,070XX S HARPER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,332,3,5,43,7,1187606,1858411,2018,1/29/18 15:51,41.76657247,-87.58790644,"(41.766572472, -87.587906444)"
11198618,JB108979,1/8/18 16:50,004XX S CLARK ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,FALSE,FALSE,122,1,2,32,11,1175594,1898370,2018,1/29/18 15:51,41.87650069,-87.63073697,"(41.876500693, -87.630736968)"
11198617,JB108584,1/8/18 10:00,028XX N NARRAGANSETT AVE,810,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2511,25,29,19,6,1133258,1918226,2018,1/29/18 15:51,41.93183392,-87.78571737,"(41.931833915, -87.785717369)"
11198615,JB109042,1/8/18 17:35,012XX S WABASH AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,131,1,2,33,6,1176963,1894862,2018,1/29/18 15:51,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
11198613,JB109053,1/8/18 16:30,050XX S CORNELL AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,222,2,4,39,6,1187887,1871709,2018,1/29/18 15:51,41.80305653,-87.58645309,"(41.803056534, -87.586453094)"
11198612,JB108922,1/8/18 14:49,059XX S DR MARTIN LUTHER KING JR DR,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,CTA BUS,FALSE,FALSE,232,2,20,40,08A,1179940,1865683,2018,1/29/18 15:51,41.78670644,-87.61578256,"(41.786706441, -87.615782556)"
11198607,JB108785,1/8/18 15:23,120XX S EMERALD AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,523,5,34,53,18,1173468,1825092,2018,1/29/18 15:51,41.67546499,-87.64070982,"(41.675464985, -87.640709819)"
11198085,JB108211,1/7/18 21:40,013XX W WASHBURNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1233,12,2,28,14,1167664,1894516,2018,1/29/18 15:51,41.86609945,-87.65996417,"(41.866099449, -87.659964172)"
11198084,JB108207,1/8/18 0:00,010XX W WEBSTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COLLEGE/UNIVERSITY GROUNDS,FALSE,FALSE,1811,18,32,7,14,1169126,1914801,2018,1/29/18 15:51,41.92173124,-87.65400748,"(41.921731236, -87.654007482)"
11198083,JB108167,1/8/18 4:03,062XX N OLCOTT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1612,16,41,10,08B,1125516,1940832,2018,1/29/18 15:51,41.9939995,-87.81366483,"(41.993999504, -87.813664825)"
11198082,JB108189,1/8/18 6:50,011XX W GRANVILLE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2433,24,48,77,7,1167554,1941332,2018,1/29/18 15:51,41.99456734,-87.65901632,"(41.99456734, -87.659016317)"
